con_uncon,log_diversity,log_herbivory
uncon,3.608809242675524,0.5659014399215
uncon,2.700439718141092,0.08653186026344475
uncon,2.655351828612554,0.22848167478497008
uncon,1.925999418556223,0.5757389111963069
uncon,0.765534746362977,-0.3240543088068822
uncon,3.786596361890807,0.03371664281934437
uncon,1,-0.30013312831647965
uncon,0,0.17166145830235338
uncon,3.548436624696042,0.029779015806404175
uncon,2.4059923596758366,1.095797506577958
uncon,1.8073549220576042,0.1788438011596651
uncon,2.786596361890807,0.25392100897940423
uncon,0,-0.2904702968156985
uncon,1,0.45930644216633126
uncon,1,0.13737826434123268
uncon,0,0.2119041799532667
uncon,1.925999418556223,0.025920229007383798
uncon,3.678071905112638,0.4373934186558199
uncon,2,0.09276128078403273
uncon,5.104336659814735,0.6005817436117519
uncon,1.84799690655495,0.48419463319095435
uncon,1,0.6866694909118155
uncon,5.0916998341368105,0.5358510072366927
uncon,0,-0.08800870337408526
uncon,0,-0.32631297614425486
uncon,1.84799690655495,0.5794203915793745
uncon,0.6780719051126377,-0.28144886499525584
uncon,2,0.4221888329557101
uncon,3.8972404255747994,-0.008764888816169915
uncon,2.655351828612554,0.18196745098083003
uncon,0,0.39442581713673647
uncon,2.608809242675524,0.05559697242664833
uncon,0,-0.07064038676533427
uncon,1.765534746362977,0.35055090823696883
uncon,2.6322682154995127,0.5471415012547604
uncon,3.584962500721156,0.1136798678814729
uncon,1,0.6306289530805673
uncon,1,0.3789097247010494
uncon,2.807354922057604,0.41186362998125814
uncon,3.584962500721156,0.4330927841494819
uncon,0,0.14748651697675746
uncon,1,-0.3840272804457235
uncon,1.9634741239748859,0.0343453410263699
uncon,2.7441610955704103,-0.33983942704475145
uncon,2.560714954474479,0.3183420185305847
uncon,0,-0.18908389607668594
uncon,2.560714954474479,0.04133697901494861
uncon,1,-0.12944555911075298
uncon,3.608809242675524,-0.2920212098535808
uncon,1.9634741239748859,-0.2870973858986041
uncon,0,0.1612295726205896
uncon,1.8875252707415875,-0.32629871919481535
uncon,5.137503523749935,0.4649442777064464
uncon,3.3923174227787602,0.36890443124331285
uncon,0,0.1130970660043252
uncon,1,-0.6242373710537604
uncon,2.350497247084133,0.45410571868756816
uncon,0.925999418556223,0.18414178260067965
uncon,3.596935142387232,0.22231717762369926
uncon,1.765534746362977,0.33395934181824766
uncon,3.4195388915137843,-0.23754077788781588
uncon,5.112700132749362,0.7111970342623379
uncon,3.817623257511431,0.1894338715970411
uncon,1.765534746362977,0.01745603483787848
uncon,2.963474123974886,0.18584795488010405
uncon,1.4329594072761063,0.3770886459948873
uncon,2.807354922057604,0.3130711908624933
uncon,0,0.507572355681369
uncon,2.84799690655495,0.47407507109717456
uncon,1.9634741239748859,0.2954592534521565
uncon,0,-0.1246300526522204
uncon,0,0.19946634756356418
uncon,1,0.7056369130118597
uncon,1,0.16816615178934205
uncon,2.765534746362977,-0.21509202012739875
uncon,1,-0.40002927312210507
uncon,3.4195388915137843,0.48984011440985115
uncon,3.4195388915137843,0.5421747992972683
uncon,0.925999418556223,0.1355275257294989
uncon,1.632268215499513,0.4022570056042366
con,3.608809242675524,0.5659014399215
con,2.700439718141092,0.08653186026344475
con,3.786596361890807,0.03371664281934437
con,3.548436624696042,0.029779015806404175
con,3.678071905112638,0.4373934186558199
con,5.104336659814735,0.6005817436117519
con,5.0916998341368105,0.5358510072366927
con,3.8972404255747994,-0.008764888816169915
con,3.584962500721156,0.1136798678814729
con,3.584962500721156,0.4330927841494819
con,2.7441610955704103,-0.33983942704475145
con,2.560714954474479,0.3183420185305847
con,3.608809242675524,-0.2920212098535808
con,1.8875252707415875,-0.32629871919481535
con,5.137503523749935,0.4649442777064464
con,3.3923174227787602,0.36890443124331285
con,3.596935142387232,0.22231717762369926
con,3.4195388915137843,-0.23754077788781588
con,5.112700132749362,0.7111970342623379
con,3.817623257511431,0.1894338715970411
con,2.765534746362977,-0.21509202012739875
con,3.4195388915137843,0.48984011440985115
con,3.4195388915137843,0.5421747992972683
